1290	1	34
1290	2	8
1290	3	28
1290	4	121
1290	5	173
1290	6	9
1290	7	45
1290	8	206
1290	9	292
1290	10	70
1291	1	28
1291	2	10
1291	3	12
1291	4	25
1291	5	93
1291	6	6
1291	7	21
1291	8	116
1291	9	119
1291	10	32
1292	1	77
1292	2	45
1292	3	50
1292	4	90
1292	5	145
1292	6	27
1292	7	55
1292	8	162
1292	9	244
1292	10	89
1293	3	95
1293	4	108
1293	5	184
1293	6	57
1293	7	76
1293	8	175
1293	9	24
1293	10	55
1294	1	124
1294	2	81
1294	3	133
1294	4	212
1294	5	263
1294	6	43
1294	7	63
1294	8	307
1294	9	450
1294	10	136
1295	1	145
1295	2	140
1295	3	163
1295	4	258
1295	5	299
1295	6	97
1295	7	146
1295	8	400
1295	9	561
1295	10	179
1296	1	47
1296	2	26
1296	3	28
1296	4	114
1296	5	183
1296	6	8
1296	7	34
1296	8	247
1296	9	405
1296	10	54
1297	1	35
1297	2	4
1297	3	4
1297	4	28
1297	5	118
1297	6	0
1297	7	9
1297	8	161
1297	9	225
1297	10	21
1298	1	57
1298	2	9
1298	3	4
1298	4	40
1298	5	120
1298	6	2
1298	7	8
1298	8	133
1298	9	260
1298	10	29
1299	1	92
1299	2	69
1299	3	94
1299	4	102
1299	5	211
1299	6	52
1299	7	64
1299	8	197
1299	9	58
1299	10	64
1300	1	224
1300	2	145
1300	3	172
1300	4	256
1300	5	366
1300	6	118
1300	7	129
1300	8	377
1300	9	424
1300	10	208
1301	1	736
1301	2	677
1301	3	685
1301	4	804
1301	5	894
1301	6	676
1301	7	711
1301	8	966
1301	9	1034
1301	10	769
1302	1	531
1302	2	469
1302	3	453
1302	4	591
1302	5	688
1302	6	475
1302	7	496
1302	8	731
1302	9	790
1302	10	560
1303	1	538
1303	2	478
1303	3	452
1303	4	534
1303	5	652
1303	6	491
1303	7	510
1303	8	697
1303	9	680
1303	10	536
1304	1	499
1304	2	455
1304	3	433
1304	4	521
1304	5	623
1304	6	461
1304	7	484
1304	8	686
1304	9	766
1304	10	571
1305	1	487
1305	2	476
1305	3	473
1305	4	524
1305	5	644
1305	6	475
1305	7	499
1305	8	701
1305	9	538
1305	10	511
1306	6	467
1307	1	617
1307	2	560
1307	3	551
1307	4	681
1307	5	781
1307	6	560
1307	7	596
1307	8	882
1307	9	937
1307	10	685
1308	1	607
1308	2	591
1308	3	581
1308	4	735
1308	5	809
1308	6	620
1308	7	667
1308	8	933
1308	9	994
1308	10	700
1309	1	454
1309	2	433
1309	3	417
1309	4	561
1309	5	647
1309	6	476
1309	7	511
1309	8	734
1309	9	801
1309	10	528
1310	1	374
1310	2	347
1310	3	327
1310	4	391
1310	5	484
1310	6	347
1310	7	386
1310	8	563
1310	9	575
1310	10	410
1311	1	372
1311	2	340
1311	3	329
1311	4	409
1311	5	490
1311	6	338
1311	7	384
1311	8	578
1311	9	701
1311	10	488
1312	1	430
1312	2	418
1312	3	424
1312	4	471
1312	5	562
1312	6	414
1312	7	460
1312	8	677
1312	9	591
1312	10	551
1313	1	524
1314	1	683
1314	2	622
1314	3	594
1314	4	739
1314	5	842
1314	6	651
1314	7	710
1314	8	1007
1314	9	1190
1314	10	805
1315	1	332
1315	2	301
1315	3	336
1315	4	469
1315	5	499
1315	6	350
1315	7	398
1315	8	624
1315	9	861
1315	10	450
1316	1	224
1316	2	197
1316	3	213
1316	4	329
1316	5	362
1316	6	228
1316	7	264
1316	8	471
1316	9	693
1316	10	322
1317	1	51
1317	2	37
1317	3	43
1317	4	85
1317	5	142
1317	6	49
1317	7	75
1317	8	204
1317	9	315
1317	10	115
1318	1	66
1318	2	48
1318	3	66
1318	4	117
1318	5	163
1318	6	55
1318	7	80
1318	8	211
1318	9	403
1318	10	188
1319	1	62
1319	2	60
1319	3	85
1319	4	105
1319	5	168
1319	6	54
1319	7	77
1319	8	189
1319	9	93
1319	10	104
1320	9	51
1321	1	173
1321	2	136
1321	3	175
1321	4	293
1321	5	318
1321	6	112
1321	7	128
1321	8	360
1321	9	649
1321	10	260
1322	1	150
1322	2	154
1322	3	183
1322	4	317
1322	5	331
1322	6	157
1322	7	193
1322	8	414
1322	9	725
1322	10	269
1323	1	82
1323	2	88
1323	3	103
1323	4	228
1323	5	256
1323	6	93
1323	7	124
1323	8	341
1323	9	657
1323	10	196
1324	1	49
1324	2	53
1324	3	55
1324	4	104
1324	5	156
1324	6	37
1324	7	63
1324	8	230
1324	9	425
1324	10	112
1325	1	37
1325	2	24
1325	3	31
1325	4	87
1325	5	141
1325	6	25
1325	7	46
1325	8	191
1325	9	444
1325	10	115
1326	6	34
1326	9	166
1327	4	49
1327	6	0
1327	9	57
1328	1	157
1328	4	223
1328	5	290
1328	6	67
1328	8	338
1328	9	631
1329	1	164
1329	2	131
1329	3	131
1329	4	267
1329	5	334
1329	6	137
1329	7	166
1329	8	422
1329	9	708
1329	10	296
1330	1	139
1330	2	107
1330	3	95
1330	4	231
1330	5	307
1330	6	115
1330	7	122
1330	8	343
1330	9	584
1330	10	234
1331	1	623
1331	2	580
1331	3	555
1331	4	637
1331	5	736
1331	6	587
1331	7	592
1331	8	782
1331	9	928
1331	10	709
1332	1	531
1332	2	485
1332	3	460
1332	4	566
1332	5	658
1332	6	490
1332	7	495
1332	8	699
1332	9	902
1332	10	657
1333	1	640
1333	2	620
1333	3	598
1333	4	683
1333	5	794
1333	6	625
1333	7	622
1333	8	838
1333	9	780
1333	10	717
1334	1	755
1334	2	705
1334	3	641
1334	4	821
1334	5	906
1334	6	673
1334	7	696
1334	8	999
1334	9	1212
1334	10	845
1335	1	741
1335	2	728
1335	3	655
1335	4	851
1335	5	912
1335	6	707
1335	7	746
1335	8	1037
1335	9	1271
1335	10	868
1336	1	614
1336	2	630
1336	3	561
1336	4	750
1336	5	818
1336	6	639
1336	7	660
1336	8	914
1336	9	1143
1336	10	782
1337	1	531
1337	2	543
1337	3	473
1337	4	581
1337	5	668
1337	6	529
1337	7	540
1337	8	745
1337	9	900
1337	10	685
1338	1	554
1338	2	557
1338	3	500
1338	4	610
1338	5	682
1338	6	537
1338	7	550
1338	8	754
1338	9	979
1338	10	744
1339	1	453
1339	2	472
1339	3	433
1339	4	501
1339	5	583
1339	6	428
1339	7	447
1339	8	657
1339	9	624
1340	5	645
1340	6	488
1340	9	712
1341	1	667
1341	2	627
1341	3	554
1341	4	735
1341	5	778
1341	6	565
1341	7	598
1341	8	903
1341	9	1176
1341	10	862
1342	1	718
1342	2	710
1342	3	663
1342	4	868
1342	5	878
1342	6	693
1342	7	738
1342	8	1040
1342	9	1328
1342	10	953
1343	1	714
1343	2	707
1343	3	661
1343	4	871
1343	5	905
1343	6	742
1343	7	780
1343	8	1050
1343	9	1330
1343	10	957
1344	1	652
1344	2	635
1344	3	596
1344	4	734
1344	5	805
1344	6	679
1344	7	710
1344	8	925
1344	9	1130
1344	10	883
1345	1	460
1345	2	405
1345	3	402
1345	4	523
1345	5	482
1345	6	388
1345	7	424
1345	8	478
1345	9	705
1345	10	618
1346	1	221
1346	2	186
1346	3	194
1346	4	271
1346	5	277
1346	6	178
1346	7	211
1346	8	275
1346	9	238
1346	10	276
1347	1	124
1347	2	87
1347	3	109
1347	4	197
1347	5	196
1347	6	116
1347	7	142
1347	8	174
1347	9	117
1347	10	158
1348	1	323
1348	2	225
1348	3	261
1348	4	453
1348	5	392
1348	6	177
1348	7	208
1348	8	316
1348	9	614
1348	10	457
1349	1	382
1349	2	301
1349	3	259
1349	4	466
1349	5	389
1349	6	206
1349	7	252
1349	8	344
1349	9	657
1349	10	429
1350	1	328
1350	2	247
1350	3	205
1350	4	411
1350	5	341
1350	6	189
1350	7	219
1350	8	303
1350	9	624
1350	10	381
1351	1	307
1351	2	244
1351	3	203
1351	4	331
1351	5	292
1351	6	176
1351	7	199
1351	8	265
1351	9	477
1351	10	367
1352	2	260
1352	8	320
1352	9	451
1352	10	392
1353	1	375
1353	2	289
1353	3	269
1353	4	385
1353	5	376
1353	6	255
1353	7	263
1353	8	386
1353	9	599
1353	10	505
1354	1	294
1354	2	233
1354	3	232
1354	4	307
1354	5	356
1354	6	222
1354	7	227
1354	8	378
1354	9	324
1354	10	313
1355	5	754
1355	8	837
1355	9	774
1356	1	710
1356	2	557
1356	3	561
1356	4	780
1356	5	765
1356	6	553
1356	7	572
1356	8	833
1356	9	1049
1356	10	905
1357	1	778
1357	2	658
1357	3	595
1357	4	828
1357	5	793
1357	6	620
1357	7	654
1357	8	901
1357	9	1114
1357	10	906
1358	1	720
1358	2	626
1358	3	568
1358	4	793
1358	5	752
1358	6	612
1358	7	637
1358	8	866
1358	9	1106
1358	10	906
1359	1	662
1359	2	583
1359	3	526
1359	4	659
1359	5	654
1359	6	537
1359	7	562
1359	8	735
1359	9	869
1359	10	786
1360	1	669
1360	2	592
1360	3	565
1360	4	696
1360	5	682
1360	6	558
1360	7	582
1360	8	750
1360	9	951
1360	10	828
1361	1	538
1361	2	497
1361	3	499
1361	4	570
1361	5	612
1361	6	493
1361	7	518
1361	8	708
1361	9	666
1361	10	591
1362	6	504
1363	1	684
1363	2	579
1363	3	584
1363	4	802
1363	5	780
1363	6	575
1363	7	593
1363	8	823
1363	9	1038
1363	10	856
1364	1	693
1364	2	617
1364	3	588
1364	4	804
1364	5	758
1364	6	567
1364	7	595
1364	8	818
1364	9	1037
1364	10	783
1365	1	593
1365	2	518
1365	3	491
1365	4	705
1365	5	669
1365	6	495
1365	7	515
1365	8	720
1365	9	948
1365	10	701
1366	1	651
1366	2	577
1366	3	549
1366	4	666
1366	5	668
1366	6	530
1366	7	551
1366	8	743
1366	9	904
1366	10	745
1367	1	672
1367	2	601
1367	3	596
1367	4	696
1367	5	701
1367	6	575
1367	7	596
1367	8	804
1367	9	1035
1367	10	836
1368	1	526
1368	2	476
1368	3	484
1368	4	542
1368	5	617
1368	6	504
1368	7	528
1368	8	754
1368	9	725
1368	10	600
1369	5	674
1369	6	543
1370	1	344
1370	2	194
1370	3	237
1370	4	453
1370	5	393
1370	6	192
1370	7	223
1370	8	386
1370	9	572
1370	10	326
1371	1	312
1371	2	186
1371	3	176
1371	4	416
1371	5	336
1371	6	158
1371	7	199
1371	8	343
1371	9	555
1371	10	268
1372	1	220
1372	2	98
1372	3	89
1372	4	333
1372	5	267
1372	6	109
1372	7	147
1372	8	257
1372	9	446
1372	10	159
1373	1	196
1373	2	82
1373	3	57
1373	4	208
1373	5	188
1373	6	61
1373	7	93
1373	8	182
1373	9	294
1373	10	168
1374	1	237
1374	2	121
1374	3	87
1374	4	239
1374	5	202
1374	6	77
1374	7	112
1374	8	195
1374	9	378
1374	10	236
1375	1	167
1375	2	81
1375	3	72
1375	4	169
1375	5	186
1375	6	64
1375	7	91
1375	8	179
1375	9	146
1375	10	135
1376	9	143
1377	1	197
1377	2	65
1377	3	100
1377	4	329
1377	5	258
1377	6	42
1377	7	59
1377	8	225
1377	9	446
1377	10	175
1378	1	259
1378	2	158
1378	3	141
1378	4	376
1378	5	304
1378	6	102
1378	7	136
1378	8	326
1378	9	583
1378	10	210
1379	1	217
1379	2	112
1379	3	76
1379	4	292
1379	5	232
1379	6	69
1379	7	98
1379	8	291
1379	9	547
1379	10	182
1380	1	192
1380	2	81
1380	3	41
1380	4	161
1380	5	157
1380	6	32
1380	7	51
1380	8	197
1380	9	299
1380	10	122
1381	1	211
1381	2	95
1381	3	71
1381	4	200
1381	5	183
1381	6	65
1381	7	84
1381	8	216
1381	9	349
1381	10	163
1382	1	180
1382	2	77
1382	3	72
1382	4	148
1382	5	182
1382	6	62
1382	7	75
1382	8	197
1382	9	118
1383	1	97
1383	2	25
1383	6	44
1384	1	220
1384	2	49
1384	3	74
1384	4	296
1384	5	280
1384	6	71
1384	7	81
1384	8	276
1384	9	394
1384	10	212
1385	1	332
1385	2	178
1385	3	149
1385	4	386
1385	5	356
1385	6	157
1385	7	177
1385	8	371
1385	9	477
1385	10	253
1386	1	762
1386	2	605
1386	3	565
1386	4	806
1386	5	772
1386	6	602
1386	7	621
1386	8	829
1386	9	988
1386	10	769
1387	1	583
1387	2	435
1387	3	381
1387	4	534
1387	5	539
1387	6	404
1387	7	426
1387	8	600
1387	9	619
1387	10	504
1388	1	575
1388	2	440
1388	3	396
1388	4	559
1388	5	562
1388	6	438
1388	7	461
1388	8	633
1388	9	717
1388	10	544
1389	1	503
1389	2	419
1389	3	403
1389	4	506
1389	5	559
1389	6	432
1389	7	454
1389	8	651
1389	9	565
1389	10	486
1390	1	587
1390	2	439
1390	3	437
1390	4	689
1390	5	655
1390	6	455
1390	7	484
1390	8	712
1390	9	809
1390	10	594
1391	1	625
1391	2	521
1391	3	485
1391	4	741
1391	5	682
1391	6	508
1391	7	546
1391	8	759
1391	9	868
1391	10	583
1392	1	533
1392	2	438
1392	3	407
1392	4	662
1392	5	615
1392	6	468
1392	7	492
1392	8	684
1392	9	811
1392	10	534
1393	1	470
1393	2	370
1393	3	343
1393	4	484
1393	5	499
1393	6	384
1393	7	409
1393	8	564
1393	9	600
1393	10	417
1394	1	440
1394	2	349
1394	3	349
1394	4	476
1394	5	489
1394	6	367
1394	7	395
1394	8	558
1394	9	657
1394	10	428
1395	1	389
1395	2	323
1395	3	336
1395	4	410
1395	5	473
1395	6	341
1395	7	368
1395	8	555
1395	9	469
1395	10	356
1396	4	570
1396	6	478
1397	1	303
1397	2	172
1397	3	220
1397	4	393
1397	5	359
1397	6	157
1397	7	184
1397	8	350
1397	9	462
1397	10	195
1398	1	272
1398	2	172
1398	3	178
1398	4	372
1398	5	314
1398	6	134
1398	7	171
1398	8	320
1398	9	457
1398	10	148
1399	1	138
1399	2	48
1399	3	54
1399	4	250
1399	5	217
1399	6	62
1399	7	99
1399	8	217
1399	9	322
1399	10	13
1400	1	103
1400	2	28
1400	3	22
1400	4	116
1400	5	132
1400	6	25
1400	7	54
1400	8	144
1400	9	181
1400	10	31
1401	1	134
1401	2	54
1401	3	49
1401	4	147
1401	5	144
1401	6	41
1401	7	70
1401	8	154
1401	9	261
1401	10	96
1402	1	101
1402	3	65
1402	4	116
1402	5	160
1402	6	48
1402	7	78
1402	8	171
1402	9	68
1402	10	34
1403	1	157
1403	2	57
1403	3	104
1403	4	283
1403	5	246
1403	6	39
1403	7	54
1403	8	210
1403	9	357
1403	10	62
1404	1	226
1404	2	165
1404	3	174
1404	4	362
1404	5	315
1404	6	109
1404	7	143
1404	8	333
1404	9	526
1404	10	128
1405	1	168
1405	2	105
1405	3	98
1405	4	271
1405	5	246
1405	6	77
1405	7	107
1405	8	296
1405	9	483
1405	10	89
1406	1	129
1406	2	59
1406	3	49
1406	4	128
1406	5	159
1406	6	32
1406	7	48
1406	8	191
1406	9	231
1406	10	26
1407	1	145
1407	2	70
1407	3	77
1407	4	167
1407	5	185
1407	6	58
1407	7	79
1407	8	206
1407	9	292
1407	10	81
1408	1	136
1408	2	73
1408	3	100
1408	4	140
1408	5	204
1408	6	73
1408	7	89
1408	8	205
1408	9	89
1408	10	30
1409	6	37
1409	8	140
1409	9	53
1409	10	44
1410	9	346
1411	1	206
1411	2	97
1411	3	100
1411	4	298
1411	5	306
1411	6	119
1411	7	130
1411	8	294
1411	9	377
1411	10	151
1412	1	673
1412	2	572
1412	3	562
1412	4	676
1412	5	727
1412	6	583
1412	7	605
1412	8	765
1412	9	781
1412	10	665
1413	1	526
1413	2	435
1413	3	433
1413	4	559
1413	5	598
1413	6	441
1413	7	465
1413	8	621
1413	9	686
1413	10	514
1414	1	501
1414	2	449
1414	3	457
1414	5	621
1414	6	471
1414	7	495
1414	8	676
1414	9	573
1414	10	487
1415	3	377
1415	6	406
1415	9	518
1416	1	565
1416	2	456
1416	3	457
1416	4	675
1416	5	691
1416	6	476
1416	7	506
1416	8	728
1416	9	790
1416	10	569
1417	1	630
1417	2	562
1417	3	536
1417	4	758
1417	5	733
1417	6	536
1417	7	582
1417	8	782
1417	9	863
1417	10	589
1418	1	528
1418	2	480
1418	3	468
1418	4	680
1418	5	668
1418	6	510
1418	7	547
1418	8	729
1418	9	831
1418	10	544
1419	1	472
1419	2	426
1419	3	407
1419	4	528
1419	5	559
1419	6	434
1419	7	469
1419	8	618
1419	9	640
1419	10	467
1420	1	476
1420	2	428
1420	3	434
1420	4	539
1420	5	587
1420	6	456
1420	7	490
1420	8	641
1420	9	735
1420	10	508
1421	1	373
1421	2	351
1421	3	374
1421	4	409
1421	5	499
1421	6	360
1421	7	396
1421	8	572
1421	9	492
1421	10	378
1422	1	526
1422	2	425
1422	3	422
1422	4	625
1422	5	660
1422	6	431
1422	7	454
1422	8	700
1422	9	813
1422	10	524
1423	1	611
1423	2	549
1423	3	538
1423	4	736
1423	5	731
1423	6	522
1423	7	557
1423	8	802
1423	9	940
1423	10	586
1424	1	567
1424	2	504
1424	3	490
1424	4	684
1424	5	714
1424	6	547
1424	7	580
1424	8	812
1424	9	957
1424	10	582
1425	1	523
1425	2	458
1425	3	439
1425	4	538
1425	5	617
1425	6	491
1425	7	523
1425	8	715
1425	9	784
1425	10	528
1426	1	246
1426	2	184
1426	3	184
1426	4	237
1426	5	261
1426	6	168
1426	7	203
1426	8	326
1426	9	384
1426	10	211
1427	2	118
1427	3	129
1427	4	144
1427	6	96
1427	8	262
1427	9	119
1427	10	107
1428	1	51
1428	2	27
1428	4	94
1428	9	24
1428	10	43
1429	1	141
1429	2	42
1429	3	68
1429	4	202
1429	5	220
1429	6	34
1429	7	61
1429	8	212
1429	9	306
1429	10	83
1430	1	198
1430	2	117
1430	3	102
1430	4	250
1430	5	242
1430	6	67
1430	7	109
1430	8	255
1430	9	374
1430	10	79
1431	1	122
1431	2	43
1431	3	37
1431	4	170
1431	5	185
1431	6	45
1431	7	73
1431	8	211
1431	9	341
1431	10	25
1432	1	95
1432	2	46
1432	3	34
1432	4	89
1432	5	137
1432	6	36
1432	7	54
1432	8	163
1432	9	198
1432	10	28
1433	1	93
1433	2	62
1433	3	61
1433	4	113
1433	5	151
1433	6	42
1433	7	62
1433	8	170
1433	9	268
1433	10	76
1434	1	94
1434	3	113
1434	4	121
1434	5	195
1434	6	68
1434	7	94
1434	8	246
1434	9	151
1434	10	57
1435	4	110
1436	3	100
1436	4	226
1436	6	44
1436	7	55
1436	9	359
1436	10	70
1437	1	195
1437	2	129
1437	3	134
1437	4	267
1437	5	285
1437	6	86
1437	7	115
1437	8	318
1437	9	417
1437	10	95
1438	1	149
1438	2	56
1438	3	55
1438	4	183
1438	5	217
1438	6	55
1438	7	70
1438	8	227
1438	9	319
1438	10	30
1439	1	128
1439	2	51
1439	3	47
1439	4	98
1439	5	175
1439	6	42
1439	7	54
1439	8	180
1439	9	167
1439	10	58
1440	1	135
1440	2	70
1440	3	86
1440	4	152
1440	5	227
1440	6	92
1440	7	105
1440	8	238
1440	9	301
1440	10	158
1441	1	197
1441	2	162
1441	3	196
1441	4	230
1441	5	336
1441	6	174
1441	7	183
1441	8	349
1441	9	231
1441	10	192
1442	6	564
1442	8	790
1442	9	667
1443	1	565
1443	2	426
1443	3	439
1443	4	617
1443	5	690
1443	6	460
1443	7	480
1443	8	722
1443	9	761
1443	10	578
1444	1	627
1444	2	541
1444	3	509
1444	4	694
1444	5	734
1444	6	534
1444	7	569
1444	8	793
1444	9	840
1444	10	595
1445	1	533
1445	2	472
1445	3	437
1445	4	607
1445	5	652
1445	6	489
1445	7	522
1445	8	732
1445	9	814
1445	10	563
1446	1	472
1446	2	429
1446	3	387
1446	4	464
1446	5	539
1446	6	409
1446	7	444
1446	8	602
1446	9	586
1446	10	459
1447	1	474
1447	2	434
1447	3	423
1447	4	498
1447	5	565
1447	6	429
1447	7	467
1447	8	621
1447	9	693
1447	10	517
1448	2	466
1448	3	483
1448	4	513
1448	5	609
1448	6	475
1448	7	516
1448	8	701
1448	9	616
1448	10	503
1449	10	550
1450	1	540
1450	2	490
1450	3	470
1450	4	626
1450	5	656
1450	6	459
1450	7	500
1450	8	708
1450	9	790
1450	10	484
1451	1	460
1451	2	413
1451	3	393
1451	4	546
1451	5	591
1451	6	407
1451	7	441
1451	8	630
1451	9	733
1451	10	426
1452	1	481
1452	2	434
1452	3	410
1452	4	466
1452	5	548
1452	6	404
1452	7	434
1452	8	617
1452	9	668
1452	10	463
1453	1	494
1453	2	450
1453	3	451
1453	4	493
1453	5	575
1453	6	438
1453	7	468
1453	8	666
1453	9	791
1453	10	542
1454	2	448
1454	3	461
1454	4	473
1454	5	601
1454	6	473
1454	7	506
1454	8	730
1454	9	674
1454	10	526
1455	1	138
1455	6	127
1455	9	124
1456	1	222
1456	2	125
1456	3	152
1456	4	255
1456	5	295
1456	6	108
1456	7	137
1456	8	305
1456	9	390
1456	10	159
1457	1	166
1457	2	112
1457	3	118
1457	4	243
1457	5	272
1457	6	107
1457	7	153
1457	8	272
1457	9	356
1457	10	70
1458	1	68
1458	2	32
1458	3	30
1458	4	132
1458	5	183
1458	6	45
1458	7	84
1458	8	194
1458	9	296
1458	10	20
1459	1	75
1459	2	32
1459	3	20
1459	4	53
1459	5	112
1459	6	27
1459	7	55
1459	8	137
1459	9	153
1459	10	21
1460	1	98
1460	2	53
1460	3	52
1460	4	89
1460	5	147
1460	6	48
1460	7	78
1460	8	161
1460	9	246
1460	10	75
1461	1	67
1461	2	61
1461	3	77
1461	4	83
1461	5	158
1461	6	50
1461	7	77
1461	8	171
1461	9	58
1461	10	26
1462	1	49
1462	2	41
1462	4	88
1462	5	127
1462	6	50
1462	9	65
1462	10	53
1463	6	77
1464	1	179
1464	3	161
1464	4	265
1464	6	108
1464	7	143
1464	9	494
1464	10	119
1465	1	94
1465	2	54
1465	3	52
1465	4	140
1465	5	206
1465	6	46
1465	7	67
1465	8	234
1465	9	355
1465	10	36
1466	1	107
1466	2	58
1466	3	51
1466	4	76
1466	5	167
1466	6	45
1466	7	66
1466	8	203
1466	9	206
1466	10	37
1467	1	130
1467	2	66
1467	3	72
1467	4	107
1467	5	187
1467	6	65
1467	7	82
1467	8	186
1467	9	243
1467	10	55
1468	1	119
1468	2	89
1468	3	119
1468	4	120
1468	5	224
1468	6	84
1468	7	100
1468	8	221
1468	9	94
1468	10	61
1469	1	202
1469	2	98
1469	3	142
1469	4	266
1469	5	370
1469	6	147
1469	7	157
1469	8	348
1469	9	363
1469	10	191
1470	1	693
1470	2	618
1470	3	618
1470	4	751
1470	5	824
1470	6	621
1470	7	651
1470	8	852
1470	9	918
1470	10	696
1471	1	506
1471	2	437
1471	3	418
1471	4	553
1471	5	636
1471	6	452
1471	7	478
1471	8	660
1471	9	731
1471	10	522
1472	1	496
1472	2	431
1472	3	398
1472	4	466
1472	5	574
1472	6	440
1472	7	470
1472	8	611
1472	9	589
1472	10	468
1473	1	453
